No,Nama Produk,Harga,Rating,Terjual,Toko,Lokasi
1246,ASUS VIVOBOOK 16X K3605ZC I5 12450H RTX3050 4GB/ 8GB 512GB W11 16.0FHD IPS,11199000,5.0,2 terjual,AI Official Store,Jakarta Utara
1247,LENOVO THINKPAD X1 CARBON TOUCH I5 1145 32GB 1TB W10PRO 14.0FHD,11199000,5.0,30+ terjual,ALIENWARE GAMING STORE,Jakarta Utara
1248,ASUS VIVOBOOK 16X K3605ZF I5 12500H RTX2050 8GB 512GB W11+OHS 16.0FHD,11199000,5.0,60+ terjual,ProStoreComputer,Jakarta Utara
1249,"LENOVO THINKPAD X1 CARBON TOUCH I5 1145 32GB 512GB W10PRO 14.0"" FHD",11199000,5.0,20 terjual,Gaming Laptop ID,Jakarta Utara
1250,"Dell Latitude 3420 i5-1145G7 8gb ssd 512gb 14"" fhd windows 11 Resmi",11199000,5.0,250+ terjual,aura technology,Jakarta Pusat
1251,"LAPTOP ASUS A409JB - i5 1035G1 8GB 1TB + 256GB SSD MX110 2GB WIN10 14""",11199000,5.0,4 terjual,HOSANA COMPUTER,Jakarta Pusat
1252,Acer Swift Go SFG14 Ultra 5 125H 16Gb 512Gb 14.0 2.8K 100SRGB,11199000,5.0,8 terjual,Agres ID Bandung,Bandung
1253,LENOVO YOGA 6 13 2IN1 TOUCH RYZEN 5 5500U 16GB 512SSD VEGA7 W11+OHS,11199000,Tidak Ada Rating,1 terjual,AI Official Store,Jakarta Utara
1254,Asus A1404VA i7-1355U 8GB/16GB SSD 512GB/SSD 1TB  IrisXe 14.0 FHD IPS WIN 11 + OHS 2021 Resmi,11199000,5.0,3 terjual,aura technology,Jakarta Pusat
1255,Lenovo Loq 15 I5 12450HX RTX3050 6GB/ 20GB 512GB o h s 144Hz 100 Srgb,11199000,5.0,60+ terjual,Agres ID Depok,Depok
1256,LENOVO LOQ 15 GeForce RTX 3050 - I5 12450HX 12GB 512SSD OHS,11198999,5.0,500+ terjual,NVIDIA GeForce Laptop,Jakarta Utara
1257,ASUS ZENBOOK 14 OLED UX3405MA ULTRA 7 ULTRA 5 32GB 1TB W11+OHS 14.0 3K,11189000,4.7,100+ terjual,ProStoreComputer,Jakarta Utara
1258,Lenovo LOQ Gaming i5-12450HX RTX3050 512GB SSD 12GB 144Hz IPS Win11,11189000,5.0,60+ terjual,Lenovo Authorized Tangerang,Tangerang
1259,LENOVO IDEAPAD SLIM 5 13ARP10 AMD RYZEN 7 7735HS 16GB 512GB WIN11+OHS 2021,11160000,5.0,4 terjual,ExpoComp,Surabaya
1260,LENOVO IDEAPAD SLIM 5 13ARP10 AMD RYZEN 7 7735HS 16GB 512GB WIN11+OHS,11160000,Tidak Ada Rating,1 terjual,Lenovo Legion Store Surabaya,Surabaya
1261,Asus Vivobook S14 OLED M5406NA RYZEN 5 7535HS 16gb 512gb W11 + OHS 14.0 2K BLK -OLED552,11149000,5.0,15 terjual,Agres ID Surabaya,Surabaya
1262,Lenovo Ideapad Slim 3i 14IRH8 Core I7 13620H 16GB 512 SSD W11+OHS 14.0 Inch FHD IPS Backlit,11149000,5.0,3 terjual,GADGET SULTAN ID,Jakarta Pusat
1263,Lenovo Ideapad Slim 5 14IRL8 Oled Core i5 13420H Ram 16Gb 1Tbssd Win11+Ohs 14.0Wuxga Blue & Grey,11149000,5.0,2 terjual,Agres ID Bekasi,Bekasi
1264,"LENOVO Ideapad Slim 3 i7-13620H 16GB 512GB 14"" FHD IPS Windows 11 +OHS",11149000,5.0,22 terjual,GAMER.ID,Jakarta Utara
1265,HP PAVILION PLUS 14 OLED ULTRA 7 RAM 32GB 16GB SSD 1TB 14.0 2.8 VRR 120HZ WIN 11 + OHS,11140000,Tidak Ada Rating,Tidak Ada Data,BeyondGames,Bandung
1266,"Asus Vivobook S OLED M5406NA-OLED552M Ryzen 5 7535HS 16GB SSD 512GB 14"" W11+OHS+M365",11120000,Tidak Ada Rating,2 terjual,ELS Computer,Yogyakarta
1267,LENOVO LOQ 15IAX9 1JID RTX3050 Intel Core I5 12450HX 12GB RAM 512GB SSD Gaming Notebook / Laptop,11099000,5.0,11 terjual,GASOL SURABAYA,Surabaya
1268,"Lenovo Flex 7 14 2IN1 Touch i7 1355 16GB 1TB W11 14"" FHD 2.2K",11099000,5.0,15 terjual,ALIENWARE GAMING STORE,Jakarta Utara
1269,HP PAVILION PLUS 14 RYZEN 5 7540U 16GB 512GB W11+OHS 14.0 WUXGA BLIT,11099000,5.0,12 terjual,Agres ID Surabaya,Surabaya
1270,"Asus Zenbook 14 OLED Q415MA / UX3405MA Touch Ultra 5 125H 8GB 512GB W11 14"" FHD",11099000,5.0,13 terjual,AI Official Store,Jakarta Utara
1271,"ACER ASPIRE LITE AL14 I7-12650H 16GB 1TB W11 14"" ips",11099000,5.0,2 terjual,AGRES ID,Jakarta Utara
1272,Axioo MyBook Pro K3 (8N5) TKDN i3-1115G4 8GB/512GB SSD 14'' WIN 10 PRO,11099000,Tidak Ada Rating,Tidak Ada Data,ZX'computer,Jakarta Pusat
1273,"ASUS VivoBook Flip TM420UA Ryzen 5-5500U 8GB 512ssd 14.0""FHD IPS Win10",11099000,5.0,8 terjual,Ask Computer,Jakarta Pusat
1274,"ACER Aspire Lite 14 AL14 71M i7 12650H 16/1TB SSD W11 OHS 14"" WUXGA IPS Silver 71E2",11099000,Tidak Ada Rating,1 terjual,Acer Authorized Store Jakarta,Jakarta Utara
1275,Laptop LENOVO FLEX 7 14 2IN1 TOUCH I7 1355 16GB 1TB W11 14.0FHD 2.2K,11099000,5.0,2 terjual,Gaming Laptop ID,Jakarta Utara
1276,"[ PROMO LIVE ] ASUS VIVOBOOK 14 A1404VA INTEL CORE I7-1355U RAM 8GB SSD 512GB/16 GB SSD 1TB 14""IPS W11 OHS GARANSI RESMI",11080000,5.0,5 terjual,TIST Online,Jakarta Pusat
1277,"Asus Vivobook S 14 OLED M5406NA RYZEN 5 7535HS 16gb 512ssd W11 + OHS 14"" 2K",11049000,5.0,1 terjual,Gamer ID Surabaya,Surabaya
1278,"ASUS ZENBOOK 14 OLED Q415MA/UX3405MA TOUCH CORE ULTRA 5 125H 8GB 1TB 14""FHD",11049000,5.0,27 terjual,ROGS STORE,Jakarta Utara
1279,"Asus Zenbook 14 OLED Q415MA / UX3405MA Touch Ultra 5 125H 8GB 512GB W11 14"" FHD",11049000,4.9,60+ terjual,AI Official Store,Jakarta Utara
1280,Laptop hp 15 Intel core i7 gen 13th ram 32GB ssd 1tb win11 silver Touchscreen,11000000,Tidak Ada Rating,Tidak Ada Data,Bitcom Lap,Jakarta Pusat
1281,laptop hp 15 intel core i7 gen 13 ram 32gb ssd 512gb touchscreen silver,11000000,Tidak Ada Rating,1 terjual,Notebook Lab,Jakarta Pusat
1282,Dell Latitude 7320 2in1 Core i7 Gen-11/RAM 16GB/512GB SSD/Touchscreen,11000000,5.0,2 terjual,King Laptops Official,Jakarta Utara
1283,Laptop HUAWEI MateBook D 14 Intel Core i5-13420H/RAM 16GB/512GB SSD /Layar 14inch WUXGA/Sleek Metal Body/Windows11home/ Eye Comfort,11000000,5.0,7 terjual,IT Galeri Poins Square,Jakarta Selatan
1284,ULTRABOOK 2018 HP Spectre X360 13 i7 8550U 16GB 512GB FHD TOUCH MURAH,11000000,4.8,5 terjual,Mac Thinkpad Lover,Jakarta Timur
1285,laptop ASUS UX481F ram 8/512gb Ssd mulus lengkap fullset.,11000000,Tidak Ada Rating,1 terjual,martesa26,Jakarta Selatan
1286,ASUS ZENBOOK 14 ULTRA 5 125H OLED Q415MA TOUCH - 8GB 512GB W11 14.0FHD,10999000,5.0,18 terjual,Top Tech Comp,Jakarta Utara
1287,"MSI Modern 14 C12MO i7-1255U 16GB 512GB iRis Xe 14"" FHD W11",10999000,4.9,250+ terjual,MSI STORE ID_NEW,Jakarta Pusat
1288,LAPTOP DELL XPS 13 9315 I5 1230 16GB 512SSD W11 13.4FHD,10999000,5.0,15 terjual,AI Official Store,Jakarta Utara
1289,Asus Zenbook 14X OLED Touch Q420VA I7 13700H 16GB Win 11 14 QHD 120Hz,10999000,4.9,100+ terjual,NOTEBOOK GAMING ID,Jakarta Pusat
1290,LENOVO IDEAPAD SLIM 3 14 I7 13620H 16GB 512GB W11+OHS 14.0 FHD BLIT 2Y,10999000,5.0,100+ terjual,AGRES ID,Jakarta Utara
1291,"ASUS ZENBOOK 14 OLED Q415MA/UX3405MA TOUCH CORE ULTRA 5 125H 8GB 1TB 14""FHD",10999000,5.0,11 terjual,Deca Computer,Jakarta Utara
1292,Asus Zenbook 14 OLED Touch Q425MA Ultra 7 155H 16Gb 2Tb Win 11 14 FHD,10999000,5.0,8 terjual,NOTEBOOK GAMING ID,Jakarta Pusat
1293,"LENOVO IdeaPad Slim 3 14IRH8 i7-13620H 16GB 512GB 14"" FHD IPS W11 OHS",10999000,5.0,100+ terjual,Collins Official,Jakarta Pusat
1294,ASUS Zenbook 14 OLED UX3405MA/ Q415MA Touch Intel Core Ultra 5 Evo 8GB 512GB 14.0FHD,10999000,5.0,3 terjual,Gaming Laptop ID,Jakarta Utara
1295,"ACER SWIFT 5 Aerospace SF514 56T  14""QHD i5 1240P 16G 512G Win11",10999000,5.0,1 terjual,centro computer,Surabaya
1296,Lenovo Ideapad Slim 3 14 I7 13620H 16GB 512GB W11+OHS 14.0 FHD IPS,10999000,5.0,6 terjual,Deca Computer,Jakarta Utara
1297,Asus Vivobook 14 K3405ZF-VIPS551 Core i5-12500H 8GB SSD 512GB RTX2050,10999000,5.0,1 terjual,Alistore ID,Malang
1298,Asus TUF A15 FA506NCR Ryzen 7 7435HS RTX3050 4GB/ 8GB 512GB W11+OHS+O365 15.6FHD 144HZ IPS RGB BLK -R735B1T-OM,10999000,5.0,90+ terjual,ASUS ROG Indonesia,Jakarta Pusat
1299,ASUS ZENBOOK 14 ULTRA 5 125H Q415MA OLED TOUCH - 8GB 512GB SSD W11 14.0FHD,10999000,5.0,20 terjual,Gateway Indonesia Comp,Jakarta Utara
1300,LENOVO IDEAPAD SLIM 3 14 I7 13620H 16GB 512GB W11+OHS 14.0 FHD IPS BLIT 2Y PREM+2ADP GRY,10999000,5.0,11 terjual,Agres ID Bekasi,Bekasi
1301,"LAPTOP ASUS A409JP - i5 1035G1 8GB 1TB + 256GB SSD MX330 2GB 14"" W10",10999000,4.9,28 terjual,HOSANA COMPUTER,Jakarta Pusat
1302,"Lenovo Ideapad Slim 5i i5-13420H RAM 16GB 512GB SSD 14"" OLED",10999000,4.9,30+ terjual,Distributor Laptop ID,Jakarta Pusat
1303,Asus Zenbook 14 OLED  Intel Core Ultra 5 125H Arc Graphics Touchscreen,10999000,5.0,1 terjual,Kang Laptop,Jakarta Selatan
1304,"ASUS ZENBOOK Q425MA | UX3405MA OLED Touch Ultra 7 155H / ULTRA 5 125H RAM 16GB SSD 1TB Win 11 PRO + OFFICE 14"" Full HD",10999000,5.0,3 terjual,GADGET SULTAN ID,Jakarta Pusat
1305,"Asus TUF Gaming A15 FA50NCR RTX3050 RYZEN 7-7435HS 16GB 512GB w11 15"" 144hz",10999000,4.9,100+ terjual,AGRES ID,Jakarta Utara
1306,"ACER ASPIRE LITE AL14 CORE I5 1235 8GB 512GB SSD 14"" FHD IPS",10999000,5.0,1 terjual,AI Official Store,Jakarta Utara
1307,ASUS VivoBook K403FA - i5-8265U 8Gb SSD512Gb 14FHD SLiM,10997000,5.0,4 terjual,OrKa,Jakarta Utara
1308,ASUS ZENBOOK UM431DA RYZEN 5 3500U 8GB 512SSD 14FHD W10,10997000,5.0,2 terjual,OrKa,Jakarta Utara
1309,ASUS ZENBOOK 14 OLED UX3405MA ULTRA 7 ULTRA 5 32GB 1TB W11+OHS 14.0 3K -  Q425MA  Q415MA,10989000,5.0,70+ terjual,ProStoreComputer,Jakarta Utara
1310,"LENOVO IDEAPAD 5 2IN1 14 RYZEN 5 8645HS 16GB 512GB W11+OHS 14"" WUXGA",10975000,5.0,2 terjual,AMD Authorized Jakarta Timur,Jakarta Timur
1311,"LENOVO LOQ 15IAX9I-2HID | I5 12450HX 8GB 512 15.6""FHD ARC A530M-4GB W11",10949999,5.0,2 terjual,RizkyITStore,Surabaya
1312,Laptop HP Pavilion Plus Intel Core i5 Iris X 16GB RAM 512GB W11 Home,10949000,4.9,50+ terjual,HP Official,Jakarta Utara
1313,"MSI Prestige 14H I5 12500H RTX2050 4GB 16GB 512GB W11+OHS 14""WUXGA 100SRGB BLIT",10949000,Tidak Ada Rating,Tidak Ada Data,AI Official Store,Jakarta Utara
1314,Lenovo Ideapad Slim 5 16 TOUCH i7 1355U 16GB 512GB SSD W11 15.6FHD,10949000,4.9,100+ terjual,Gateway Indonesia Comp,Jakarta Utara
1315,LENOVO IdeaPad 5 2-in-1 14AHP9 83DR000BID Ryzen 5 8645HS 16GB 512GB,10949000,5.0,2 terjual,Blessing Computer Bali,Denpasar
1316,"Lenovo IdeaPad Slim 3i i7-13620H 16GB 512GB SSD 14"" FHD IPS W11",10944000,5.0,100+ terjual,Distributor Laptop ID,Jakarta Pusat
1317,Laptop Samsung Galaxy Book Pro 15 Inch,10905180,5.0,30+ terjual,ponders,Jakarta Utara
1318,Lenovo IdeaPad Slim 3 14IRH8 Core i7-13620H 16GB 512GB W11 OHS,10903000,5.0,40+ terjual,Lenovo Authorized Bekasi,Jakarta Timur
1319,"Lenovo Ideapad 5 2in1 14AHP9 Ryzen 7 8845HS 16GB 1T W11 14"" WUXGA IPS",10899000,5.0,10 terjual,Top Tech Comp,Jakarta Utara
1320,"LENOVO Ideapad 5 2in1 Touch AMD Ryzen 7-8845HS 16GB 1TB SSD 14"" FHD IPS",10899000,4.7,18 terjual,Gateway Indonesia Comp,Jakarta Utara
1321,LENOVO Ideapad 5 2IN1 14 TOUCH RYZEN 7 8845 16GB 1TB W11 14.0FHD IPS GRY,10899000,5.0,4 terjual,Deca Computer,Jakarta Utara
1322,LENOVO THINKPAD L13 G3 CORE I7 1255 16GB 512GB W11PRO 13.3FHD IPS,10899000,5.0,26 terjual,ALIENWARE GAMING STORE,Jakarta Utara
1323,LENOVO IDEAPAD 5 14AHP9 2IN1 TOUCH RYZEN 7 8845 16GB 1TB W11 14.0FHD OFFICE IPS,10899000,5.0,30+ terjual,royalltech,Jakarta Utara
1324,Lenovo Ideapad Slim 3 14 Core i7 Gen 13 Seri H 16gb 512gb 14.0 IPS,10899000,5.0,5 terjual,AGRES ID BOGOR,Bogor
1325,"LENOVO IDEAPAD 5 2IN1 TOUCH RYZEN 7 8845 16GB 1TB SSD 14.0"" FHD IPS",10899000,5.0,1 terjual,EnVicStore,Jakarta Utara
1326,DELL Inspiron 14 5406 2in1 Touch i7 1165G7 16GB 512ssd W10 14.0 FHD,10899000,Tidak Ada Rating,Tidak Ada Data,ALIENWARE GAMING STORE,Jakarta Utara
1327,Asus Vivobook S14 M5406NA-OLED552 [AMD Ryzen 5 7535HS/16GB/512GB SSD/Win11+OHS],10899000,Tidak Ada Rating,Tidak Ada Data,INTIKOM STORE,Medan
1328,"LENOVO THINKPAD L13 G3 TOUCH CORE I7 1255 16GB W10PRO 13""FHD IPS",10899000,5.0,5 terjual,Gaming Laptop ID,Jakarta Utara
1329,Acer Nitro V 15 GeForce RTX 3050 - Intel Core i5 13420H 16GB 512GB 144Hz,10899000,5.0,60+ terjual,NVIDIA GeForce Laptop,Jakarta Utara
1330,"LENOVO IDEAPAD 5 2IN1 TOUCH RYZEN 7 8845 16GB 1TB SSD 14"" FHD IPS",10899000,Tidak Ada Rating,Tidak Ada Data,ROGS STORE,Jakarta Utara
1331,ASUS Vivobook 14 A1404VA-VIPS751M - Quiet Blue [Intel Core i7-1355U / Intel UHD Graphics / 8GB / 512GB / 14inch / WIN11 / OHS / M365],10899000,5.0,10 terjual,Asus Official Store,Jakarta Timur
1332,Laptop Lenovo Ideapad 5 2IN1 14 Touch RYZEN 7 8845 16GB - 1TB SSD W11 14.0FHD IPS,10899000,5.0,1 terjual,Ask Computer,Jakarta Pusat
1333,"Hp Pavilion Plus 14 Core i5 1335U Ram 16Gb 1Tbssd Win11+Ohs 14.0Wqxga VRR 120Hz Silver, Blue & Pink -EW0077TU / -EW0078TU / -EW0079TU",10899000,5.0,2 terjual,Agres ID Bekasi,Bekasi
1334,HP EliteBook 630 Intel gen12 i5 1235U 13 FHD 32GB 1TB SSD W11 PRO,10897000,5.0,3 terjual,OrKa,Jakarta Utara
1335,LENOVO IDEAPAD FLEX 5 2IN1 14 TOUCH RYZEN 7 8845 16GB 1TB W11 14.0FHD IPS,10889000,4.8,750+ terjual,ProStoreComputer,Jakarta Utara
1336,LENOVO IDEAPAD 5 2IN1 TOUCH CORE 7 150U - RYZEN 7 8845 16GB 1TB W11 OFFICE 16.0FHD IPS,10889000,5.0,50+ terjual,ProStoreComputer,Jakarta Utara
1337,Laptop HP Intel Core Ultra 5 8GB 16GB RAM 512GB SSD W11 Home 15.6 Inch,10852000,5.0,9 terjual,HP Official,Jakarta Utara
1338,LENOVO IdeaPad Slim 3 14IRH8 83EL002AID Core i7 13620H 16GB 512GB W11,10849000,5.0,19 terjual,Blessing Computer Bali,Denpasar
1339,Laptop HP 15 FD1111TU / FD1222TU ULTRA 5 125H 16GB 512GB W11+OHS 15.6FHD BLIT 2Y,10849000,5.0,6 terjual,AGRES - HP Authorized,Jakarta Utara
1340,"MACBOOK AIR M1 13"" 2020 UNIT BARU GARANSI RESMI",10800000,5.0,80+ terjual,Appelhouse Store,Kab. Sleman
1341,ASUS ZENBOOK UX5401EA / OLED714 /  TOUCHSCREEN / CORE i7 - 1165G7 / 16GB /  1TBSSD / LAYAR 2.8K / LENGKAP /  NPAD GRY,10800000,Tidak Ada Rating,Tidak Ada Data,dr.com komputer,Jakarta Barat
1342,"Lenovo Ideapad Slim 3 Ryzen 7-7730U 16GB 512GB SSD 14""FHD IPS W11 OHS",10799000,5.0,5 terjual,We Itech,Jakarta Barat
1343,"ASUS Vivobook Go 15 OLED E1504FA Ryzen 5-7520U 16GB 512G 15.6"" W11 OHS",10799000,5.0,8 terjual,Space Tech,Jakarta Barat
1344,Msi Modern 14H D13MG i5 13420H 16gb 512gb ssd 14 Full HD Win 11,10799000,5.0,3 terjual,Ten Com,Jakarta Selatan
1345,LAPTOP ASUS A409FJ I5-8265 8GB 1TB MX230 WIN10 FHD SLIM EK501T EK502T,10799000,5.0,3 terjual,HOSANA COMPUTER,Jakarta Pusat
1346,Lenovo Ideapad Slim 5 AMD RYZEN 5-4500U 8GB 512GB SSD 14ARE05,10799000,5.0,18 terjual,TokoTeknoPro,Jakarta Utara
1347,ASUS ZENBOOK Q409ZA / UX3402ZA OLED I5 1240P 8GB 256SSD W11 14.0 2.8K,10799000,5.0,1 terjual,ProStoreComputer,Jakarta Utara
1348,"MSI GF63 Thin 12UC i7-12650H RTX3050 15.6"" FHD IPS-Level 144Hz BLACK",10799000,4.9,60+ terjual,MSI STORE ID_NEW,Jakarta Pusat
1349,"Lenovo Ideapad 5 2in1 Touch Core 7 150U 16GB 1TB W11 16.0"" WUXGA",10799000,5.0,1 terjual,Top Tech Comp,Jakarta Utara
1350,"Apple Macbook Air M1 256 GB/13""/8GB - Garansi Resmi iBox",10799000,5.0,2rb+ terjual,Universe Store,Jakarta Utara
1351,"ASUS VIVOBOOK 14 A1404VA I7 1355U 16GB 1TB SSD W11+OHS 14"" FHD IPS",10799000,Tidak Ada Rating,Tidak Ada Data,Agres ID Medan,Medan
1352,LAPTOP ACER ASPIRE 7 PRO A715 59G I7 12650H I5 12450H RTX3050 16GB 512GB W11+OHS 15.6FHD 144HZ,10789000,5.0,40+ terjual,ProStoreComputer,Jakarta Utara
1353,HP ELITEBOOK 830 G8 I7 1165G7 16GB 1TB W10PRO 13.3FHD IPS,10779000,5.0,1 terjual,OLYMPUS COMP,Jakarta Selatan
1354,ASUS VIVOBOOK PRO 14 OLED M3401QC RYZEN 5-5600H 8GB 512GB RTX3050 4GB,10769000,5.0,100+ terjual,GudangApple_,Bandung
1355,"Asus VIVOBOOK S 14 M5406NA Ryzen 5 7535HS 16Gb 512Gb 14"" WUXGA OLED",10748000,5.0,15 terjual,Agres ID Bandung,Bandung
1356,"DELL XPS 13-9310, High End, Touchscreen 4K, Intel Core i7-1185G7/16GB/512GB/Lengkap/White",10700000,Tidak Ada Rating,Tidak Ada Data,BURSA_LAPTOP_EFEK,Jakarta Barat
1357,Lenovo Laptop Yoga Duet 7 2in1,10699100,5.0,2 terjual,prastioprojects,Bandung
1358,"HP Pavilion Plus 14-ew0021TU/ew0020TU i5-1335U 16GB 512GB 14"" OHS W11",10699000,4.8,40+ terjual,Protech Computer,Jakarta Pusat
1359,HP Pavilion Plus 14 Intel EVO i5 1355U 16GB 512GB Win 11 OHS EW0021TU / EW0020TU,10699000,4.9,100+ terjual,Gateway Indonesia Comp,Jakarta Utara
1360,Asus Vivobook s14 OLED K3402ZA Intel i7 12700H 16GB 1TB W11 14.5 QHD 2.5K,10699000,5.0,1 terjual,KakiLima Comp,Kab. Tangerang
1361,"HP PAVILION PLUS 14 I5 1355U 16GB 512GB W11+OHS 14""WUXGA IPS",10699000,5.0,22 terjual,AGRES ID,Jakarta Utara
1362,"HP PAVILION PLUS 14 I5 1355U 16GB 512GB W11+OHS 14"" WUXGA IPS BLIT",10699000,5.0,40+ terjual,AGRES - HP Authorized,Jakarta Utara
1363,"ASUS VIVOBOOK S5402ZA OLED I7 12700 12GB 512SSD W11 14""QHD 120Hz",10699000,4.3,6 terjual,Gaming Laptop ID,Jakarta Utara
1364,Hp Pavilion Plus 14 i5 1335U 16GB 512GB 14.0 Wuxga IPS Win 11 O H S,10699000,5.0,9 terjual,Agres ID Depok,Depok
1365,DELL INSPIRON 5430 (CI5/1335U/8GB/512 SSD/INTEL IRIS/ W11 SL) +OHS,10689000,4.9,16 terjual,DELL PREMIUM OFFICIAL,Jakarta Barat
1366,Asus Vivobook 14 A1404VA-VIPS751 Quiet Blue i7 1355U Win11 OHS,10649000,Tidak Ada Rating,1 terjual,Joe Laptop,Surabaya
1367,Asus Vivobook 14 A1404VA-VIPS752 Silver i7 1355U Win11 OHS,10649000,5.0,2 terjual,Joe Laptop,Malang
1368,"[ PROMO LIVE ] ASUS VIVOBOOK S14 OLED M5406NA AMD Ryzen 5 7535HS RAM 16GB LPDDR5X SSD 512GB 14"" WUXGA OLED 400 nits Keyboard RGB WIN11 OHS GARANSI RESMI",10630000,4.8,6 terjual,TIST Online,Jakarta Pusat
1369,Asus TUF FA506NC Ryzen 5-7535HS 8GB 512GB RTX3050 WIN11+OHS,10599000,Tidak Ada Rating,Tidak Ada Data,Planet Computer Store,Tasikmalaya
1370,HP Pavilion 14 ec0013AU Ryzen 5 5500 16GB 512ssd W10+OHS 14.0FHD IPS,10599000,5.0,2 terjual,AI Official Store,Jakarta Utara
1371,"Lenovo Flex 5 14 2in1 Touch Ryzen 7 7730 16GB 1TB W11 14"" FHD IPS",10599000,4.5,60+ terjual,royalltech,Jakarta Utara
1372,"HP 14S DQ5120TU - Core I7 1255U 16GB 512GB SSD IrisXe 14"" FHD IPS OHS",10599000,5.0,100+ terjual,INTEL STORE ID,Jakarta Utara
1373,"Axioo MyBook Pro L3 (8N2) TKDN - i3 1215U 8GB SSD 256GB 14"" FHD WIN10",10599000,Tidak Ada Rating,Tidak Ada Data,HOSANA COMPUTER,Jakarta Pusat
1374,"Apple Macbook Air M1 M2 8GB 16GB 256GB 512GB 13"" inch",10589000,5.0,100+ terjual,Distributor Laptop ID,Jakarta Pusat
1375,Apple Macbook Air 2020 M1 Chip 13 inch Touch ID 512GB Grey Silver Gold,10589000,5.0,1rb+ terjual,Distributor Laptop ID,Jakarta Pusat
1376,Apple Macbook Air M1 Chip 13 inch 256GB Grey Silver Gold,10589000,4.9,40+ terjual,TeknoTrend,Jakarta Pusat
1377,Lenovo ThinkPad T14S Gen 3 Core i7 Gen 12th Ram 32GB 14-Inch IPS,10550000,Tidak Ada Rating,Tidak Ada Data,Robal Computer,Bekasi
1378,"Asus Vivobook S14 OLED M5406NA Ryzen 5 7535HS 16GB 512GB 14"" WUXGA OHS W11",10549000,5.0,25 terjual,Top Tech Comp,Jakarta Utara
1379,Asus Vivobook S 14 M5406UA AMD Ryzen 7 8845HS 16GB 512GB W11+OHS 14.0,10549000,5.0,100+ terjual,Kang Laptop,Jakarta Selatan
1380,"ASUS Vivobook S 14 OLED M5406NA Ryzen 5-7535HS 16GB 512GB 14"" WUXGA W11 OHS",10549000,5.0,50+ terjual,Collins Official,Jakarta Pusat
1381,Asus Vivobook S 14 Oled M5406NA Amd Ryzen 5 7535HS Ram 16Gb 1Tbssd Win11+Ohs 14.0 2K,10549000,4.9,18 terjual,Agres ID Bekasi,Bekasi
1382,Asus Vivobook S 14 OLED M5406NA Ryzen 5 7535HS 16GB 512GB Win 11 +Office 14.0 2K,10549000,5.0,5 terjual,Agres ID Depok,Depok
1383,Apple MacBook Air 13 M3 M2 M1 Garansi Resmi Apple Indonesia,10549000,5.0,4 terjual,Kang Laptop,Jakarta Selatan
1384,"Asus Vivobook S 14 M5406NA OLED Ryzen 5 7535HS 16GB 512Gb ssd W11 OHS 14.0"" 2K",10549000,5.0,6 terjual,Agres ID Tangerang,Tangerang
1385,Asus Vivobook S 14 OLED M5406NA Ryzen 5-7535HS Ram 16GB 512GB W11+OHS 14.0 2K,10549000,5.0,1 terjual,Agres ID Karawang,Kab. Karawang
1386,Laptop ASUS Vivobook S14 Oled M5406NA Amd Ryzen 5 7535Hs 16Gb 512Gb Win 11 Home Plus Office,10549000,5.0,8 terjual,Agres ID Jakarta Timur,Jakarta Timur
1387,Asus Vivobook S 14 OLED M5406NA Ryzen 5 7535HS 16GB 512GB W11+OHS 14.0,10549000,Tidak Ada Rating,Tidak Ada Data,EnVicStore,Jakarta Utara
1388,Asus Vivobook S14 2024 OLED M5406NA Ryzen 5 7535hs 16gb 512gb 2K +ohs,10519000,5.0,11 terjual,AGRES ID BOGOR,Bogor
1389,ASUS Vivobook S 14 OLED M5406NA Ryzen 5-7535HS RAM 16GB 512GB SSD OHS W11,10518999,5.0,30+ terjual,Onestop Gaming,Jakarta Pusat
1390,"ASUS Vivobook S14 OLED M5406NA Ryzen 5-7535HS 16GB 512GB 14""WUXGA W11 OHS",10515000,5.0,12 terjual,We Itech,Jakarta Barat
1391,"ASUS Vivobook S 14 OLED M5406NA Ryzen 5 7535HS RAM 16GB SSD 512GB W11+OHS 14"" 2K 2YR",10508999,5.0,23 terjual,Deca Computer,Jakarta Utara
1392,Laptop Dell Precision 5540 Core i7 9850H RAM 32GB Nvidia 4GB Full Set,10500000,Tidak Ada Rating,22 terjual,Specialist Laptop Second,Jakarta Barat
1393,LENOVO DUET 7 i5 1135G7 SSD 512GB RAM 8GB WIN11 ORI TOUCSCREEN PEN,10500000,Tidak Ada Rating,Tidak Ada Data,OGS Indonesia,Bandung
1394,Ultrabook HP Spectre 13-V022TU Black Gold i7 Skylake SSD 512 W10 MURAH,10500000,5.0,3 terjual,Mac Thinkpad Lover,Jakarta Timur
1395,Lenovo Thinkpad T14s core i7 gen 11th | SSD 512GB | RAM 16GB | FHD,10500000,5.0,2 terjual,Mr Hanzo,Jakarta Pusat
1396,Asus Vivobook 14 M1405YA Ryzen 5 7430U 16GB 512GB W11+OHS 14.0WUXGA IPS,10499000,4.9,90+ terjual,AMD Official Store,Jakarta Utara
1397,ASUS VIVOBOOK 15 X1504ZA I5 1235 16GB 1TB W11 OHS 15.6FHD,10499000,5.0,24 terjual,ProStoreComputer,Jakarta Utara
